epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       796, 5180.506,    0.005,        6.421e-05,       2.5049e-07,        6.446e-05,        0.187,        0.245,         0.14,        0.241,         0.19,        0.179,        0.304,        0.241,         0.19,       0.0126,       0.00032094,        5.053e-08,       0.00032099,        0.359,        0.549,        0.229,        0.509,        0.369,        0.348,        0.711,         0.53,         0.08,      0.00533
       797, 5187.091,    0.005,       6.5024e-05,       2.1399e-07,       6.5238e-05,        0.192,        0.247,        0.161,        0.227,        0.194,        0.204,        0.289,        0.246,        0.178,       0.0118,       0.00032019,       5.0249e-08,       0.00032024,        0.359,        0.548,        0.229,        0.508,        0.368,        0.348,         0.71,        0.529,         0.08,      0.00533
       798, 5194.214,    0.005,       6.1966e-05,       2.4303e-07,       6.2209e-05,        0.184,        0.241,        0.146,        0.227,        0.186,        0.189,         0.29,        0.239,        0.175,       0.0116,        0.0003202,       5.0221e-08,       0.00032025,        0.359,        0.548,        0.229,        0.508,        0.368,        0.348,        0.711,        0.529,       0.0799,      0.00533
       799, 5201.019,    0.005,        6.185e-05,       1.8701e-07,       6.2037e-05,        0.186,        0.241,        0.145,        0.233,        0.189,        0.184,        0.292,        0.238,        0.152,       0.0101,       0.00032029,       5.0156e-08,       0.00032034,        0.359,        0.548,        0.229,        0.508,        0.369,        0.348,        0.711,        0.529,       0.0799,      0.00533
       800, 5207.706,    0.005,       6.2875e-05,       1.8253e-07,       6.3057e-05,        0.185,        0.243,        0.144,        0.233,        0.188,        0.184,        0.296,         0.24,        0.168,       0.0112,       0.00032037,        4.989e-08,       0.00032042,        0.359,        0.548,        0.228,        0.508,        0.368,        0.348,        0.711,        0.529,       0.0797,      0.00531
       801, 5214.184,    0.005,       5.7553e-05,        1.227e-07,       5.7676e-05,        0.177,        0.232,        0.136,        0.223,         0.18,        0.176,        0.283,         0.23,        0.133,      0.00887,       0.00032074,       4.9802e-08,       0.00032079,        0.359,        0.548,        0.228,        0.509,        0.368,        0.348,        0.712,         0.53,       0.0797,      0.00532
       802, 5220.927,    0.005,        5.786e-05,       1.5983e-07,       5.8019e-05,        0.177,        0.233,        0.135,        0.225,         0.18,        0.173,        0.286,         0.23,        0.141,       0.0094,       0.00032084,       5.0463e-08,       0.00032089,        0.359,        0.548,        0.228,        0.509,        0.369,        0.348,        0.712,         0.53,       0.0802,      0.00535
       803, 5227.221,    0.005,       5.3737e-05,       7.2066e-08,       5.3809e-05,        0.172,        0.224,        0.132,        0.218,        0.175,        0.169,        0.275,        0.222,        0.105,      0.00702,       0.00032115,       5.0512e-08,        0.0003212,        0.359,        0.549,        0.228,        0.509,        0.369,        0.348,        0.712,         0.53,       0.0803,      0.00535
       804, 5233.858,    0.005,       5.3768e-05,       1.8923e-07,       5.3957e-05,        0.172,        0.225,        0.133,        0.217,        0.175,        0.169,        0.275,        0.222,        0.168,       0.0112,       0.00032127,       5.0059e-08,       0.00032132,        0.359,        0.549,        0.228,        0.509,        0.368,        0.348,        0.712,         0.53,       0.0802,      0.00535
       805, 5240.950,    0.005,       5.4469e-05,       1.4006e-07,       5.4609e-05,        0.174,        0.226,         0.14,        0.213,        0.176,        0.179,         0.27,        0.224,         0.14,      0.00935,       0.00032154,       5.0285e-08,       0.00032159,        0.359,        0.549,        0.228,        0.509,        0.369,        0.348,        0.712,         0.53,       0.0803,      0.00535
       806, 5248.125,    0.005,       4.7056e-05,       8.1706e-08,       4.7138e-05,         0.16,         0.21,        0.122,        0.203,        0.162,        0.157,        0.257,        0.207,        0.107,      0.00712,       0.00032091,       5.0112e-08,       0.00032096,        0.359,        0.549,        0.228,        0.508,        0.368,        0.348,        0.711,         0.53,       0.0803,      0.00535
       807, 5255.517,    0.005,       5.8067e-05,       1.3925e-07,       5.8206e-05,        0.178,        0.233,        0.136,        0.226,        0.181,        0.175,        0.285,         0.23,        0.144,      0.00961,       0.00032121,       5.0253e-08,       0.00032126,        0.359,        0.549,        0.228,        0.509,        0.369,        0.348,        0.712,         0.53,       0.0803,      0.00535
       808, 5262.822,    0.005,       5.3393e-05,       1.2813e-07,       5.3521e-05,        0.171,        0.224,        0.139,        0.209,        0.174,        0.178,        0.266,        0.222,        0.136,      0.00905,       0.00032089,       4.9639e-08,       0.00032094,        0.359,        0.549,        0.228,        0.508,        0.368,        0.348,        0.712,         0.53,       0.0799,      0.00532
       809, 5270.089,    0.005,       4.6705e-05,       1.3653e-07,       4.6841e-05,        0.161,        0.209,        0.129,        0.196,        0.163,        0.165,         0.25,        0.208,        0.143,      0.00957,       0.00032059,       4.9256e-08,       0.00032064,        0.359,        0.548,        0.228,        0.508,        0.368,        0.348,        0.711,         0.53,       0.0797,      0.00531
       810, 5277.501,    0.005,       4.8043e-05,       8.1841e-08,       4.8125e-05,        0.161,        0.212,        0.126,        0.201,        0.164,        0.162,        0.258,         0.21,        0.105,      0.00702,       0.00032034,       4.9689e-08,       0.00032039,        0.359,        0.548,        0.228,        0.508,        0.368,        0.348,        0.711,        0.529,       0.0798,      0.00532
       811, 5284.309,    0.005,       5.6081e-05,       2.5834e-07,        5.634e-05,        0.175,        0.229,        0.138,        0.219,        0.178,        0.176,        0.278,        0.227,        0.201,       0.0134,       0.00032001,        4.963e-08,       0.00032006,        0.359,        0.548,        0.228,        0.508,        0.368,        0.348,         0.71,        0.529,       0.0799,      0.00532
       812, 5291.463,    0.005,       5.0652e-05,       1.8792e-07,        5.084e-05,        0.167,        0.218,         0.13,        0.209,         0.17,        0.166,        0.265,        0.216,        0.168,       0.0112,       0.00031987,       4.9427e-08,       0.00031992,        0.359,        0.548,        0.228,        0.508,        0.368,        0.348,         0.71,        0.529,       0.0797,      0.00531
       813, 5298.079,    0.005,       5.2339e-05,       1.0573e-07,       5.2444e-05,        0.168,        0.222,         0.13,        0.213,        0.171,        0.167,         0.27,        0.219,        0.116,      0.00775,       0.00031962,       4.9311e-08,       0.00031967,        0.359,        0.547,        0.228,        0.508,        0.368,        0.348,         0.71,        0.529,       0.0794,      0.00529
       814, 5304.842,    0.005,       5.2509e-05,       1.3615e-07,       5.2645e-05,        0.169,        0.222,        0.135,        0.208,        0.172,        0.173,        0.267,         0.22,        0.145,      0.00965,        0.0003194,       4.9753e-08,       0.00031945,        0.359,        0.547,        0.228,        0.508,        0.368,        0.347,         0.71,        0.529,       0.0798,      0.00532
       815, 5311.434,    0.005,       5.1039e-05,       1.7575e-07,       5.1215e-05,        0.168,        0.219,        0.133,        0.209,        0.171,        0.171,        0.263,        0.217,        0.156,       0.0104,       0.00031943,       4.9603e-08,       0.00031948,        0.359,        0.547,        0.228,        0.508,        0.368,        0.347,         0.71,        0.529,       0.0797,      0.00531
       816, 5317.901,    0.005,       4.8039e-05,       2.0949e-07,       4.8248e-05,        0.161,        0.212,        0.125,        0.203,        0.164,         0.16,        0.259,         0.21,        0.176,       0.0117,       0.00031877,       4.9563e-08,       0.00031882,        0.358,        0.547,        0.228,        0.507,        0.368,        0.347,        0.709,        0.528,       0.0796,      0.00531
       817, 5324.901,    0.005,       4.9167e-05,       1.2796e-07,       4.9295e-05,        0.164,        0.215,        0.125,        0.208,        0.166,         0.16,        0.263,        0.212,        0.132,      0.00879,       0.00031846,       4.9936e-08,       0.00031851,        0.358,        0.546,        0.228,        0.507,        0.367,        0.347,        0.709,        0.528,       0.0797,      0.00531
       818, 5332.322,    0.005,       5.5009e-05,       1.5726e-07,       5.5166e-05,        0.172,        0.227,        0.134,        0.216,        0.175,        0.172,        0.277,        0.224,        0.153,       0.0102,       0.00031924,       4.9563e-08,       0.00031929,        0.358,        0.547,        0.228,        0.507,        0.368,        0.347,         0.71,        0.528,       0.0798,      0.00532
       819, 5338.750,    0.005,        6.062e-05,       1.1603e-07,       6.0736e-05,         0.18,        0.238,        0.135,        0.233,        0.184,        0.174,        0.296,        0.235,         0.13,      0.00867,       0.00031955,       4.9737e-08,        0.0003196,        0.358,        0.547,        0.228,        0.507,        0.368,        0.347,         0.71,        0.529,       0.0798,      0.00532
       820, 5344.822,    0.005,       6.1308e-05,       8.6245e-08,       6.1394e-05,        0.182,         0.24,        0.138,        0.232,        0.185,        0.176,        0.296,        0.236,        0.111,      0.00739,       0.00031936,       5.0076e-08,       0.00031941,        0.358,        0.547,        0.228,        0.507,        0.368,        0.347,         0.71,        0.528,       0.0801,      0.00534
       821, 5351.125,    0.005,       5.9656e-05,       1.2569e-07,       5.9782e-05,         0.18,        0.237,        0.141,        0.225,        0.183,        0.179,        0.288,        0.234,        0.141,      0.00942,       0.00031858,       4.9707e-08,       0.00031863,        0.358,        0.547,        0.228,        0.507,        0.367,        0.346,        0.709,        0.528,       0.0797,      0.00532
